,2022年11月26日,1,2,,,
,,李誠智#*,歐陽彥木,,,
,,中國國民黨,無,有效票,無效票,選舉人數
金城鎮,東門里,220,337,557,22,1341
金城鎮,東門里,388,342,730,21,1675
金城鎮,東門里,372,353,725,22,1676
金城鎮,南門里,373,300,673,19,1786
金城鎮,南門里,324,233,557,22,1583
金城鎮,南門里,431,322,753,19,1815
金城鎮,西門里,353,235,588,29,1522
金城鎮,西門里,310,235,545,28,1514
金城鎮,西門里,290,256,546,37,1489
金城鎮,西門里,309,259,568,33,1563
金城鎮,西門里,433,263,696,20,1683
金城鎮,西門里,337,220,557,13,1436
金城鎮,北門里,278,194,472,22,1267
金城鎮,北門里,242,171,413,23,1093
金城鎮,北門里,293,192,485,20,1383
金城鎮,賢庵里,377,214,591,17,1575
金城鎮,賢庵里,291,289,580,25,1517
金城鎮,賢庵里,298,254,552,13,1593
金城鎮,金水里,442,412,854,46,2203
金城鎮,古城里,240,252,492,20,1304
金城鎮,古城里,194,262,456,27,1205
金城鎮,古城里,292,208,500,16,1437
金城鎮,珠沙里,166,295,461,15,1570
金城鎮,珠沙里,287,218,505,28,1260
